강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간
QC051: Math Prerequisites for Quantum Computing,https://www.udemy.com/course/mathematics-prerequisites-for-quantum-computing-and-quantum-physics/,Kumaresan Ramanathan,4.6012893,622,3055,114,4시간
Hacking with macOS - Build 18 Desktop Apps with Swift 5,https://www.udemy.com/course/hacking-with-macos-and-swift4/,Stephen DeStefano,4.706972,619,4625,109,15시간
GitLab CI - A Complete Hands-On for CI/CD Pipelines & DevOps,https://www.udemy.com/course/gitlab-cicd-course/,A to Z Mentors,4.3792424,614,4741,81,8시간
Master .NET and C# Unit Testing with NUnit and Moq,https://www.udemy.com/course/nunit-moq/,Dmitri Nesteruk,4.343837,614,3847,44,3시간
MVVM in WPF Survival Guide From A to Z,https://www.udemy.com/course/mvvm-in-wpf-survival-guide-from-a-to-z/,Engineer Spock,3.8463938,588,3437,93,4.5시간
Data Structures and Algorithms In Python,https://www.udemy.com/course/data-structures-algorithms-in-python/,Deepali Srivastava,4.3636107,585,2465,133,10.5시간
Python Programming & Software Design For Absolute Beginners,https://www.udemy.com/course/python-programming-software-design-for-absolute-beginners/,Academy of Computing & Artificial Intelligence,4.6826963,578,53004,39,4시간
Linux Shell Programming for Beginners,https://www.udemy.com/course/linux-shell-programming-for-beginners/,Eduonix Learning Solutions,4.4322677,573,4260,42,9.5시간
SOLID Software Architecture: Complete Guide with Coding Examples,https://www.udemy.com/course/solid-software-architecture-complete-guide-with-c-examples/,Binary Brain,4.1189537,570,3337,11,1시간
Kubernetes from A to Z™,https://www.udemy.com/course/kubernetes-for-beginners/,Stefan Thorpe,3.7660215,570,8469,27,2시간
gRPC C# Master Class: Build Modern API & Microservices,https://www.udemy.com/course/grpc-csharp/,Clément Jean,4.6833334,569,4411,66,4시간
Learn Multithreading in C++,https://www.udemy.com/course/cplusplus-multithreading/,John Purcell,4.2385454,565,2509,29,3.5시간
Learn Cloud Computing from Scratch,https://www.udemy.com/course/learn-cloud-computing-from-scratch/,Eduonix Learning Solutions,3.6427648,564,13377,10,2.5시간
Master Spring Boot Microservices with CQRS & Event Sourcing,https://www.udemy.com/course/master-spring-boot-microservices-with-cqrs-event-sourcing/,Sean Campbell,4.350122,558,4180,52,7시간
Bluetooth Low Energy (BLE)  From  Ground Up™,https://www.udemy.com/course/bluetooth-low-energy-ble/,Israel Gbati,4.096383,558,4130,106,15.5시간
Complete guide to AWS Step Functions,https://www.udemy.com/course/complete-guide-to-aws-step-functions/,Yan Cui,4.4632187,552,3633,42,2.5시간
Project in DevOps - Build Real World Processes,https://www.udemy.com/course/project-in-devops-build-real-world-processes/,Eduonix Learning Solutions,3.9276464,550,3546,59,9시간
Real-time Credit card Fraud Detection using Spark 2.2,https://www.udemy.com/course/real-time-creditcard-fraud-detection-using-spark/,Pramod Narayana,4.0804963,550,3442,30,3시간
