강의명,url,강사명,별점,별점 수,수강생 수,강의 수,강의 총 시간,category
Mathematical Foundations of Machine Learning,https://www.udemy.com/course/machine-learning-data-science-foundations-masterclass/,Dr Jon Krohn,4.7,2890,92130,113,990.0,data_science
Modern Deep Learning in Python,https://www.udemy.com/course/data-science-deep-learning-in-theano-tensorflow/,Lazy Programmer Inc.,4.6,2844,30046,89,690.0,data_science
An Introduction to Machine Learning for Data Engineers,https://www.udemy.com/course/an-introduction-to-machine-learning-for-data-engineers/,Mike West,4.3,2788,8750,46,60.0,data_science
Machine Learning with Javascript,https://www.udemy.com/course/machine-learning-with-javascript/,Stephen Grider,4.6,2731,26027,187,1050.0,data_science
R Level 1 - Data Analytics with R,https://www.udemy.com/course/r-level1/,R-Tutorials Training,4.1,2729,14073,87,510.0,data_science
R Programming For Absolute Beginners,https://www.udemy.com/course/r-programming-course-for-absolute-beginners/,Bogdan Anastasiei,4.5,2686,153504,119,570.0,data_science
Feature Engineering for Machine Learning,https://www.udemy.com/course/feature-engineering-for-machine-learning/,Soledad Galli,4.7,2461,16509,138,630.0,data_science
Python-Introduction to Data Science and Machine learning A-Z,https://www.udemy.com/course/python-introduction-to-data-science-and-machine-learning-a-z/,Yassin Marco,4.4,2449,229728,52,450.0,data_science
Machine Learning Practical: 6 Real-World Applications,https://www.udemy.com/course/machine-learning-practical/,"Dr. Ryan Ahmed, Ph.D., MBA",4.4,2416,18127,83,510.0,data_science
Data Science: Supervised Machine Learning in Python,https://www.udemy.com/course/data-science-supervised-machine-learning-in-python/,Lazy Programmer Team,4.6,2404,18417,53,390.0,data_science
Deep Learning: GANs and Variational Autoencoders,https://www.udemy.com/course/deep-learning-gans-and-variational-autoencoders/,Lazy Programmer Team,4.6,2390,23006,54,450.0,data_science
Introduction to Time Series Analysis and Forecasting in R,https://www.udemy.com/course/time-series-analysis-and-forecasting-in-r/,R-Tutorials Training,4.5,2383,12105,74,510.0,data_science
Careers in Data Science A-Z™,https://www.udemy.com/course/careers-in-data-science-a-ztm/,Kirill Eremenko,4.5,2382,11865,52,210.0,data_science
Python for Statistical Analysis,https://www.udemy.com/course/python-for-statistical-analysis/,Samuel Hinton,4.6,2341,51978,56,510.0,data_science
Data Science Career Guide - Interview Preparation,https://www.udemy.com/course/data-science-career-guide-interview-preparation/,Jose Portilla,4.7,2294,18316,110,240.0,data_science
Data Science 2022 : Complete Data Science & Machine Learning,https://www.udemy.com/course/complete-data-science-and-machine-learning-using-python/,Jitesh Khurkhuriya,4.7,2271,14998,281,1560.0,data_science
Deep Learning with TensorFlow 2.0 [2022],https://www.udemy.com/course/machine-learning-with-tensorflow-for-business-intelligence/,365 Careers,4.9,2184,19333,111,360.0,data_science
The Beginner's Guide to Artificial Intelligence in Unity,https://www.udemy.com/course/artificial-intelligence-in-unity/,Penny de Byl,4.7,2146,36458,70,660.0,data_science
Artificial Intelligence & Machine Learning for Business,https://www.udemy.com/course/artificial-intelligence-machine-learning-business/,Analytics Vidhya,4.4,2101,7958,48,330.0,data_science
Complete Machine Learning with R Studio - ML for 2022,https://www.udemy.com/course/machine-learning-with-r-studio/,Start-Tech Academy,4.5,2049,242838,120,780.0,data_science
Unsupervised Deep Learning in Python,https://www.udemy.com/course/unsupervised-deep-learning-in-python/,Lazy Programmer Team,4.6,1862,18158,79,600.0,data_science
A Complete Guide on TensorFlow 2.0 using Keras API,https://www.udemy.com/course/tensorflow-2/,Hadelin de Ponteves,4.1,1794,52772,133,780.0,data_science
"Ensemble Machine Learning in Python: Random Forest, AdaBoost",https://www.udemy.com/course/machine-learning-in-python-random-forest-adaboost/,Lazy Programmer Team,4.6,1768,13169,44,330.0,data_science
A Beginner's Guide To Machine Learning with Unity,https://www.udemy.com/course/machine-learning-with-unity/,Penny de Byl,4.6,1754,21100,77,780.0,data_science
Statistics for Data Analysis Using R,https://www.udemy.com/course/statistics-using-r/,Sandeep Kumar ­- Quality Gurus Inc.,4.6,1711,9152,111,750.0,data_science
PyTorch for Deep Learning and Computer Vision,https://www.udemy.com/course/pytorch-for-deep-learning-and-computer-vision/,Rayan Slim,4.6,1699,10300,101,840.0,data_science
Machine Learning- From Basics to Advanced,https://www.udemy.com/course/step-by-step-guide-to-machine-learning-course/,EdYoda Digital University,3.9,1685,255764,16,420.0,data_science
Complete Data Science Training with Python for Data Analysis,https://www.udemy.com/course/complete-data-science-training-with-python-for-data-analysis/,Minerva Singh,4.4,1665,8514,124,780.0,data_science
